Textbox67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E=Excused   L=Late (15 minutes or less)   T=Tardy   X=Absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbox99,Textbox200,Textbox104,Textbox106,Textbox116,Textbox117,Textbox118,Textbox119,Textbox120,Textbox121,Textbox122,Textbox123,StudentID,StudentName,Grade,Textbox10,Textbox15,Textbox107,Textbox108,Textbox110,Textbox111,Textbox112,Textbox113,Textbox114,Textbox115,Textbox127,Textbox128,Textbox129,Textbox130,Textbox132,Textbox133,Textbox134,Textbox135,Textbox47,Textbox49,Textbox50,Textbox51,Textbox52,Textbox54,Textbox55,Textbox56,Textbox57,Textbox58,Textbox59,Textbox60,Textbox61,Textbox62,Textbox63,Textbox64,cycldayc,Date,Period0,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,TotalAbsent,cntUnexcused,TotalTardy,AbsenceDay
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11399,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,12/11/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11400,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,12/12/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11401,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,12/18/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11402,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,12/19/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11403,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,1/8/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11404,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,1/9/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11405,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,1/12/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11406,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,1/16/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11407,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,1/17/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11408,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,1/22/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11409,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,1/24/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11410,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/6/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11411,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/7/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11412,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/8/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11413,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/13/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11414,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/14/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11415,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/20/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11416,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/22/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11417,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/23/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11418,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11419,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,2/27/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11420,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/1/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11421,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/8/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11422,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/9/2018,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11423,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/12/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11424,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/13/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11425,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/14/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11426,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/15/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11427,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/19/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11428,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/22/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11429,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/26/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11430,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/28/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11431,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,3/29/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11432,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/11/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11433,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/13/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11434,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/16/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11435,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/17/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11436,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/18/2018,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11437,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/24/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11438,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/25/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11439,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/26/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11440,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,4/30/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11441,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,5/1/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11442,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,5/3/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3467,"Berry, Honor ",3,Honor Berry,(801)123-11443,A / T,Oct-50,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,9,1,50,10,,,,,,,,,,,,,,,,,,5/4/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11444,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,Cycle Day  Totals,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11445,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,8/17/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11446,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,8/18/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11447,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,8/21/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11448,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,10/30/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11449,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,2/1/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11450,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,2/2/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11451,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,2/5/2018,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3949,"Barajas, Justin ",3,Justin Barajas,(801)123-11452,A / T,1-Jul,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,7,0,1,7,,,,,,,,,,,,,,,,,,3/30/2018,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11453,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,Cycle Day  Totals,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11454,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,8/21/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11455,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,8/22/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11456,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,8/28/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11457,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,8/29/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11458,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,8/31/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11459,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,9/1/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11460,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,9/8/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11461,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,9/12/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11462,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,9/20/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11463,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,9/27/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11464,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/2/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11465,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/4/2017,X,,,,,,,,,,,0,1,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11466,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/9/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11467,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/10/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11468,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/11/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11469,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/12/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11470,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/13/2017,E,,,,,,,,,,,1,0,0,1
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11471,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/26/2017,L,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11472,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/27/2017,T,,,,,,,,,,,0,0,1,0
Date,1,2,3,4,5,6,7,8,,,,3430,"Franks, Corinne ",3,Corinne Franks,(801)123-11473,A / T,56/ 53,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,0/ 0,29,27,53,56,,,,,,,,,,,,,,,,,,10/30/2017,L,,,,,,,,,,,0,0,1,0
